date,cell_ll_lat,cell_ll_lon,mmsi,hours,fishing_hours
2024-11-14,-63.3,-157.1,273252010,0.3894,0
2024-11-14,-63.3,-157.3,273252010,0.378,0
2024-11-14,-63.3,-156.8,273252010,0.0825,0
2024-11-14,-63.3,-156.9,273252010,0.338,0
2024-11-14,-63.3,-157,273252010,0.4552,0
2024-11-14,-63.3,-157.4,273252010,0.3194,0
2024-11-14,-63.2,-156.4,273252010,0.4091,0
2024-11-14,-63.2,-156.8,273252010,0.3016,0
2024-11-14,-63.2,-156.3,273252010,0.3388,0
2024-11-14,-63.2,-156.1,273252010,0.1722,0
2024-11-14,-63.2,-156.5,273252010,0.3066,0
2024-11-14,-63.2,-156.6,273252010,0.4436,0
2024-11-14,-63.2,-156.7,273252010,0.4333,0
2024-11-14,-63.2,-156.2,273252010,0.5627,0
2024-11-14,-63.1,-155.8,273252010,0.3152,0
2024-11-14,-63.1,-155.9,273252010,0.3688,0
2024-11-14,-63.1,-156,273252010,0.4319,0
2024-11-14,-63.1,-155.2,273252010,0.2541,0
2024-11-14,-63.1,-155.5,273252010,0.5052,0
2024-11-14,-63.1,-155.4,273252010,0.295,0
2024-11-14,-63.1,-155.6,273252010,0.2855,0
2024-11-14,-63.1,-155.7,273252010,0.3802,0
2024-11-14,-63.1,-155.3,273252010,0.333,0
2024-11-14,-63,-154.7,273252010,0.735,0
2024-11-14,-63,-154.4,273252010,0.2983,0
2024-11-14,-63,-154.8,273252010,0.3627,0
2024-11-14,-63,-155,273252010,0.2988,0
2024-11-14,-63,-154.5,273252010,0.3638,0
2024-11-14,-63,-155.2,273252010,0.0461,0
2024-11-14,-63,-154.9,273252010,0.3733,0
2024-11-14,-63,-155.1,273252010,0.4163,0
2024-11-14,-62.6,-153.2,272762000,0.1552,0
2024-11-14,-62.6,-147.8,441389000,0.2894,0
2024-11-14,-62.6,-147.7,441389000,0.1836,0
2024-11-14,-62.6,-147.2,441389000,0.1083,0
2024-11-14,-62.6,-147.4,441389000,0.2744,0
2024-11-14,-62.6,-147.6,441389000,0.4708,0
2024-11-14,-62.6,-147.5,441389000,0.1452,0
2024-11-14,-62.6,-147.3,441389000,0.3944,0
2024-11-14,-62.6,-147.9,441389000,0.1802,0
2024-11-14,-62.5,-153.2,272762000,3.4444,0
2024-11-14,-62.5,-153,272762000,3.3397,3.0169
2024-11-14,-62.5,-152.8,272762000,4.1527,0
2024-11-14,-62.5,-153.1,272762000,9.68,8.5027
2024-11-14,-62.5,-152.9,272762000,3.3219,0
2024-11-14,-62.5,-146.5,441389000,0.2019,0
2024-11-14,-62.5,-147.1,441389000,0.4019,0
2024-11-14,-62.5,-147,441389000,0.158,0
2024-11-14,-62.5,-147.2,441389000,0.065,0
2024-11-14,-62.5,-146.7,441389000,0.2833,0
2024-11-14,-62.5,-146.8,441389000,0.2016,0
2024-11-14,-62.5,-146.6,441389000,0.2811,0
2024-11-14,-62.5,-146.9,441389000,0.365,0
2024-11-14,-62.4,-96.4,273341320,0.3416,0
2024-11-14,-62.4,-95.7,273341320,0.375,0
2024-11-14,-62.4,-95.8,273341320,0.3438,0
2024-11-14,-62.4,-95.9,273341320,0.3383,0
2024-11-14,-62.4,-96.3,273341320,0.3122,0
2024-11-14,-62.4,-96.1,273341320,0.2938,0
2024-11-14,-62.4,-96,273341320,0.3027,0
2024-11-14,-62.4,-95.6,273341320,0.2002,0
2024-11-14,-62.4,-96.2,273341320,0.395,0
2024-11-14,-62.4,-146.1,441389000,0.2799,0
2024-11-14,-62.4,-146.5,441389000,0.0777,0
2024-11-14,-62.4,-145.8,441389000,0.1341,0
2024-11-14,-62.4,-146.3,441389000,0.4261,0
2024-11-14,-62.4,-146.4,441389000,0.2872,0
2024-11-14,-62.4,-146.2,441389000,0.1291,0
2024-11-14,-62.4,-146,441389000,0.2811,0
2024-11-14,-62.4,-145.9,441389000,0.2658,0
2024-11-14,-62.3,-94.3,273341320,0.3441,0
2024-11-14,-62.3,-94.2,273341320,0.2527,0
2024-11-14,-62.3,-95,273341320,0.0333,0
2024-11-14,-62.3,-94.9,273341320,0.3375,0
2024-11-14,-62.3,-95.2,273341320,0.4041,0
2024-11-14,-62.3,-95.4,273341320,0.5219,0
2024-11-14,-62.3,-94.7,273341320,0.15,0
2024-11-14,-62.3,-94.8,273341320,0.5383,0
2024-11-14,-62.3,-94.6,273341320,0.4363,0
2024-11-14,-62.3,-94.4,273341320,0.1752,0
2024-11-14,-62.3,-95.1,273341320,0.6191,0
2024-11-14,-62.3,-94.5,273341320,0.3941,0
2024-11-14,-62.3,-95.3,273341320,0.153,0
2024-11-14,-62.3,-95.6,273341320,0.0663,0
2024-11-14,-62.3,-95.5,273341320,0.3677,0
2024-11-14,-62.3,-145.2,441389000,0.3002,0
2024-11-14,-62.3,-145.8,441389000,0.1494,0
2024-11-14,-62.3,-145.5,441389000,0.2727,0
2024-11-14,-62.3,-145.6,441389000,0.2675,0
2024-11-14,-62.3,-145.1,441389000,0.078,0
2024-11-14,-62.3,-145.3,441389000,0.263,0
2024-11-14,-62.3,-145.4,441389000,0.2863,0
2024-11-14,-62.3,-145.7,441389000,0.2958,0
2024-11-14,-62.2,-93.5,273341320,0.3666,0
2024-11-14,-62.2,-93.1,273341320,0.0613,0
2024-11-14,-62.2,-93.3,273341320,0.2983,0
2024-11-14,-62.2,-93.4,273341320,0.2902,0
2024-11-14,-62.2,-94,273341320,0.3225,0
2024-11-14,-62.2,-94.1,273341320,0.3333,0
2024-11-14,-62.2,-93.8,273341320,0.383,0
2024-11-14,-62.2,-93.6,273341320,0.3269,0
2024-11-14,-62.2,-93.2,273341320,0.3147,0
2024-11-14,-62.2,-93.7,273341320,0.25,0
2024-11-14,-62.2,-94.2,273341320,0.0866,0
2024-11-14,-62.2,-93.9,273341320,0.3277,0
2024-11-14,-62.2,-144.4,441389000,0.0797,0
2024-11-14,-62.2,-144.9,441389000,0.2891,0
2024-11-14,-62.2,-145,441389000,0.2566,0
2024-11-14,-62.2,-144.7,441389000,0.288,0
2024-11-14,-62.2,-144.6,441389000,0.2661,0
2024-11-14,-62.2,-144.5,441389000,0.3333,0
2024-11-14,-62.2,-145.1,441389000,0.2019,0
2024-11-14,-62.2,-144.8,441389000,0.2669,0
2024-11-14,-62.1,-92.6,273341320,0.3641,0
2024-11-14,-62.1,-92.9,273341320,0.3041,0
2024-11-14,-62.1,-90.8,273341320,0.2788,0
2024-11-14,-62.1,-91.9,273341320,0.2619,0
2024-11-14,-62.1,-90.1,273341320,0.2363,0
2024-11-14,-62.1,-92.3,273341320,0.2538,0
2024-11-14,-62.1,-91.4,273341320,0.3322,0
2024-11-14,-62.1,-93.1,273341320,0.2388,0
2024-11-14,-62.1,-92.7,273341320,0.3152,0
2024-11-14,-62.1,-92.1,273341320,0.0986,0
2024-11-14,-62.1,-92.8,273341320,0.2994,0
2024-11-14,-62.1,-91.3,273341320,0.2427,0
2024-11-14,-62.1,-90.7,273341320,0.2644,0
2024-11-14,-62.1,-90.5,273341320,0.1974,0
2024-11-14,-62.1,-92.4,273341320,0.328,0
2024-11-14,-62.1,-91,273341320,0.2772,0
2024-11-14,-62.1,-90.9,273341320,0.2772,0
2024-11-14,-62.1,-92.2,273341320,0.525,0
2024-11-14,-62.1,-91.6,273341320,0.4058,0
2024-11-14,-62.1,-91.7,273341320,0.2688,0
2024-11-14,-62.1,-91.1,273341320,0.2166,0
2024-11-14,-62.1,-90.6,273341320,0.3686,0
2024-11-14,-62.1,-92,273341320,0.2491,0
2024-11-14,-62.1,-93,273341320,0.3155,0
2024-11-14,-62.1,-91.2,273341320,0.3244,0
2024-11-14,-62.1,-90.2,273341320,0.0333,0
2024-11-14,-62.1,-90.3,273341320,0.465,0
2024-11-14,-62.1,-91.5,273341320,0.1455,0
2024-11-14,-62.1,-92.5,273341320,0.2566,0
2024-11-14,-62.1,-91.8,273341320,0.2966,0
2024-11-14,-62.1,-90.4,273341320,0.3488,0
2024-11-14,-62.1,-143.7,441389000,0.0202,0
2024-11-14,-62.1,-143.9,441389000,0.3113,0
2024-11-14,-62.1,-144.2,441389000,0.283,0
2024-11-14,-62.1,-143.8,441389000,0.2627,0
2024-11-14,-62.1,-144,441389000,0.2711,0
2024-11-14,-62.1,-144.1,441389000,0.2819,0
2024-11-14,-62.1,-144.3,441389000,0.2824,0
2024-11-14,-62.1,-144.4,441389000,0.1402,0
2024-11-14,-62,-90.1,273341320,0.0427,0
2024-11-14,-62,-89.5,273341320,0.363,0
2024-11-14,-62,-89.7,273341320,0.3227,0
2024-11-14,-62,-89.4,273341320,0.2252,0
2024-11-14,-62,-90,273341320,0.3597,0
2024-11-14,-62,-89.9,273341320,0.2497,0
2024-11-14,-62,-89.3,273341320,0.078,0
2024-11-14,-62,-89.6,273341320,0.1733,0
2024-11-14,-62,-89.8,273341320,0.3658,0
2024-11-14,-62,-143.7,441389000,0.3177,0
2024-11-14,-62,-143.3,441389000,0.1916,0
2024-11-14,-62,-143.1,441389000,0.1336,0
2024-11-14,-62,-143.6,441389000,0.2161,0
2024-11-14,-62,-143.4,441389000,0.3455,0
2024-11-14,-62,-143.2,441389000,0.2813,0
2024-11-14,-62,-143.5,441389000,0.2988,0
2024-11-14,-61.9,-89.3,273341320,0.21,0
2024-11-14,-61.9,-88.8,273341320,0.1894,0
2024-11-14,-61.9,-88.9,273341320,0.2227,0
2024-11-14,-61.9,-88.7,273341320,0.2963,0
2024-11-14,-61.9,-89.2,273341320,0.3772,0
2024-11-14,-61.9,-89.1,273341320,0.2152,0
2024-11-14,-61.9,-89,273341320,0.468,0
2024-11-14,-61.9,-142.9,441389000,0.2866,0
2024-11-14,-61.9,-143,441389000,0.2811,0
2024-11-14,-61.9,-142.5,441389000,0.0333,0
2024-11-14,-61.9,-142.8,441389000,0.3125,0
2024-11-14,-61.9,-142.6,441389000,0.2816,0
2024-11-14,-61.9,-143.1,441389000,0.1519,0
2024-11-14,-61.9,-142.7,441389000,0.253,0
2024-11-14,-61.8,-141.9,441389000,0.025,0
2024-11-14,-61.8,-142.4,441389000,0.2744,0
2024-11-14,-61.8,-142.5,441389000,0.2327,0
2024-11-14,-61.8,-142.2,441389000,0.2822,0
2024-11-14,-61.8,-142,441389000,0.31,0
2024-11-14,-61.8,-142.1,441389000,0.2713,0
2024-11-14,-61.8,-142.3,441389000,0.2719,0
2024-11-14,-61.7,-141.9,441389000,0.2141,0
2024-11-14,-61.7,-141.6,441389000,0.2702,0
2024-11-14,-61.7,-141.7,441389000,0.2966,0
2024-11-14,-61.7,-141.4,441389000,0.3972,0
2024-11-14,-61.7,-141.5,441389000,0.2805,0
2024-11-14,-61.7,-141.8,441389000,0.2702,0
2024-11-14,-61.6,-141.2,441389000,0.2694,0
2024-11-14,-61.6,-141,441389000,0.2755,0
2024-11-14,-61.6,-141.1,441389000,0.2705,0
2024-11-14,-61.6,-140.7,441389000,0.0683,0
2024-11-14,-61.6,-140.8,441389000,0.2755,0
2024-11-14,-61.6,-140.9,441389000,0.3233,0
2024-11-14,-61.6,-141.3,441389000,0.2216,0
2024-11-14,-61.5,-140.1,441389000,0.103,0
2024-11-14,-61.5,-140.7,441389000,0.2055,0
2024-11-14,-61.5,-140.5,441389000,0.2275,0
2024-11-14,-61.5,-140.4,441389000,0.2625,0
2024-11-14,-61.5,-140.6,441389000,0.3497,0
2024-11-14,-61.5,-140.3,441389000,0.2797,0
2024-11-14,-61.5,-140.2,441389000,0.2861,0
2024-11-14,-61.4,-140.1,441389000,0.1913,0
2024-11-14,-61.4,-140,441389000,0.3263,0
2024-11-14,-61.4,-139.9,441389000,0.2491,0
2024-11-14,-61.4,-139.7,441389000,0.0958,0
2024-11-14,-61.4,-139.8,441389000,0.5008,0
2024-11-14,-61.4,-139.6,441389000,0.2558,0
2024-11-14,-61.3,-139.6,441389000,0.0866,0
2024-11-14,-61.3,-139.5,441389000,0.3236,0
2024-11-14,-61.3,-140.2,441864000,0.2186,0
2024-11-14,-61.3,-140.4,441864000,0.2055,0
2024-11-14,-61.3,-140.3,441864000,0.3194,0
2024-11-14,-61.2,-140.1,441864000,0.3955,0
2024-11-14,-61.2,-140.2,441864000,0.1511,0
2024-11-14,-61.2,-139.8,441864000,0.3011,0
2024-11-14,-61.2,-139.9,441864000,0.3047,0
2024-11-14,-61.2,-140,441864000,0.2477,0
2024-11-14,-61.1,-139.5,441864000,0.3522,0
2024-11-14,-61.1,-139.7,441864000,0.323,0
2024-11-14,-61.1,-139.4,441864000,0.2883,0
2024-11-14,-61.1,-139.6,441864000,0.3602,0
2024-11-14,-61.1,-139.8,441864000,0.0333,0
2024-11-14,-61.1,-139.3,441864000,0.2263,0
2024-11-14,-61,-137.4,441864000,0.3205,0
2024-11-14,-61,-137.6,441864000,0.315,0
2024-11-14,-61,-137.9,441864000,0.3263,0
2024-11-14,-61,-139.2,441864000,0.3061,0
2024-11-14,-61,-139.3,441864000,0.1419,0
2024-11-14,-61,-138.4,441864000,0.2908,0
2024-11-14,-61,-137.7,441864000,0.3311,0
2024-11-14,-61,-139,441864000,0.5077,0
2024-11-14,-61,-138.8,441864000,0.3066,0
2024-11-14,-61,-138,441864000,0.3161,0
2024-11-14,-61,-137.1,441864000,0.3111,0
2024-11-14,-61,-138.3,441864000,0.2655,0
2024-11-14,-61,-137.2,441864000,0.355,0
2024-11-14,-61,-137.5,441864000,0.3122,0
2024-11-14,-61,-138.9,441864000,0.1019,0
2024-11-14,-61,-138.2,441864000,0.3172,0
2024-11-14,-61,-138.5,441864000,0.3936,0
2024-11-14,-61,-138.1,441864000,0.2991,0
2024-11-14,-61,-137.8,441864000,0.3077,0
2024-11-14,-61,-137.3,441864000,0.3377,0
2024-11-14,-61,-139.1,441864000,0.3024,0
2024-11-14,-61,-138.7,441864000,0.3136,0
2024-11-14,-61,-138.6,441864000,0.3194,0
2024-11-14,-60.9,-134.8,441864000,0.3769,0
2024-11-14,-60.9,-136.6,441864000,0.343,0
2024-11-14,-60.9,-134,441864000,0.245,0
2024-11-14,-60.9,-135.4,441864000,0.3202,0
2024-11-14,-60.9,-135.6,441864000,0.3855,0
2024-11-14,-60.9,-136.1,441864000,0.3258,0
2024-11-14,-60.9,-135.7,441864000,0.3327,0
2024-11-14,-60.9,-137,441864000,0.333,0
2024-11-14,-60.9,-136.3,441864000,0.333,0
2024-11-14,-60.9,-134.4,441864000,0.2761,0
2024-11-14,-60.9,-134.5,441864000,0.4622,0
2024-11-14,-60.9,-135.8,441864000,0.3344,0
2024-11-14,-60.9,-135.9,441864000,0.3525,0
2024-11-14,-60.9,-136.8,441864000,0.3011,0
2024-11-14,-60.9,-136.7,441864000,0.3497,0
2024-11-14,-60.9,-135.3,441864000,0.3461,0
2024-11-14,-60.9,-134.6,441864000,0.3802,0
2024-11-14,-60.9,-136.5,441864000,0.3441,0
2024-11-14,-60.9,-134.2,441864000,0.4169,0
2024-11-14,-60.9,-135.5,441864000,0.3277,0
2024-11-14,-60.9,-134.9,441864000,0.3741,0
2024-11-14,-60.9,-134.3,441864000,0.3799,0
2024-11-14,-60.9,-136.2,441864000,0.3338,0
2024-11-14,-60.9,-135,441864000,0.3344,0
2024-11-14,-60.9,-136.9,441864000,0.3822,0
2024-11-14,-60.9,-135.2,441864000,0.3552,0
2024-11-14,-60.9,-135.1,441864000,0.38,0
2024-11-14,-60.9,-134.7,441864000,0.3827,0
2024-11-14,-60.9,-136.4,441864000,0.3305,0
2024-11-14,-60.9,-134.1,441864000,0.3422,0
2024-11-14,-60.9,-136,441864000,0.3211,0
2024-11-14,-60.8,-134,441864000,0.323,0
2024-11-14,-60.8,-133.3,441864000,0.0866,0
2024-11-14,-60.8,-133.5,441864000,0.28,0
2024-11-14,-60.8,-133.4,441864000,0.3744,0
2024-11-14,-60.8,-133.7,441864000,0.3258,0
2024-11-14,-60.8,-133.8,441864000,0.3938,0
2024-11-14,-60.8,-133.9,441864000,0.1713,0
2024-11-14,-60.8,-133.6,441864000,0.4525,0
2024-11-14,-55.8,-168.7,431650000,0.3716,0
2024-11-14,-55.8,-168.8,431650000,0.1441,0
2024-11-14,-55.7,-168.8,431650000,0.2338,0
2024-11-14,-55.7,-169.1,431650000,0.163,0
2024-11-14,-55.7,-169,431650000,0.3366,0
2024-11-14,-55.7,-168.9,431650000,0.3974,0
2024-11-14,-55.6,-169.3,431650000,0.3502,0
2024-11-14,-55.6,-169.2,431650000,0.3638,0
2024-11-14,-55.6,-169.1,431650000,0.2613,0
2024-11-14,-55.6,-169.4,431650000,0.1652,0
2024-11-14,-55.6,-71.1,725002300,0.5947,0
2024-11-14,-55.6,-71,725002300,0.2844,0
2024-11-14,-55.6,-71.2,725002300,1.9636,1.0227
2024-11-14,-55.5,-169.4,431650000,0.2522,0
2024-11-14,-55.5,-169.5,431650000,0.3733,0
2024-11-14,-55.5,-169.6,431650000,0.3952,0
2024-11-14,-55.5,-71,725002300,0.3391,0
2024-11-14,-55.5,-70.9,725002300,0.5502,0
2024-11-14,-55.5,-70.8,725002300,0.4525,0
2024-11-14,-55.4,-169.9,431650000,0.34,0
2024-11-14,-55.4,-169.8,431650000,0.4725,0
2024-11-14,-55.4,-169.7,431650000,0.2844,0
2024-11-14,-55.4,-170,431650000,0.1447,0
2024-11-14,-55.4,-70.6,725002300,0.4083,0
2024-11-14,-55.4,-70.8,725002300,0.2827,0
2024-11-14,-55.4,-70.7,725002300,0.5086,0
2024-11-14,-55.3,-170.1,431650000,0.3761,0
2024-11-14,-55.3,-170.2,431650000,0.3555,0
2024-11-14,-55.3,-170,431650000,0.273,0
2024-11-14,-55.3,-170.3,431650000,0.1088,0
2024-11-14,-55.3,-70.5,725002300,0.4586,0
2024-11-14,-55.3,-70.3,725002300,0.2141,0
2024-11-14,-55.3,-70.6,725002300,0.1227,0
2024-11-14,-55.3,-70.4,725002300,0.5638,0
2024-11-14,-55.2,-170.5,431650000,0.3877,0
2024-11-14,-55.2,-170.6,431650000,0.1458,0
2024-11-14,-55.2,-170.3,431650000,0.243,0
2024-11-14,-55.2,-170.4,431650000,0.3852,0
2024-11-14,-55.2,-70.3,725002300,0.7686,0
